review_id;purchase_date;item_id;item_name;category;sub_category;total_price;promo_code;sales_after_promo
2792;23/10/2022;321;Emina Daily Matte Loose Powder 20 g - Bedak Tabur Matte Oil Control - Natural Beige;Make-up;Bedak Wajah;29640;;
2793;27/10/2022;255;Cammomile Blazer wanita tpj 1904061 - WhiteV8, S;Fashion Wanita;Blazer Wanita;109000;;
2794;31/10/2022;328;PIXY Loose Powder 4 Beauty Benefits 03 Natural Beige;Make-up;Bedak Wajah;25600;;
2795;04/10/2022;416;CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET;Medicine;Obat Alergi;50520;GRATIS_ONGKIR;45520
2796;04/10/2022;429;ALLOPURINOL HEXPHARM 100 MG BOX 100 TABLET;Medicine;Obat Otot, Tulang & Sendi;36374;;
2797;08/10/2022;108;Cetak Kartu Nama 2 Sisi - Art Carton 190g, Tanpa Laminasi;Electronics;Mesin Jilid;70500;GRATIS_ONGKIR;65500
2798;20/10/2022;49;Regulator Gas Quantum QRL 03;Kitchen Equipment;Regulator & Penghemat Gas;192000;;
2799;09/10/2022;84;Deli Laser Pointer Wireless alat presentasi berbentuk pen 30m 2802 - Hitam;Electronics;Laser Pointer;321000;GRATIS_ONGKIR;316000
2800;11/10/2022;83;Pen Laser Pointer 5mw Warna Merah Beam Laser Merah Pointer Pen Pulpen;Electronics;Laser Pointer;36800;;
2801;19/10/2022;151;Jaket Bomber Unisex Olahraga;Fashion Pria;Jaket Pria;265000;GRATIS_ONGKIR;260000
2802;25/10/2022;371;SUNISA Air cushian foundation BB cream BERKUALITAS - natural;Make-up;BB cream;19500;;
2803;19/10/2022;313;Luxcrime Ulti-Matte Oil Control Setting Spray - 50 ml;Make-up;Setting Spray;72680;GRATIS_ONGKIR;67680
2804;04/10/2022;152;Sweater Hoodie Jumper Premium-Sablon Custom Satuan Full Warna - Logo dada Kiri, M;Fashion Pria;Hoodie  Pria;148000;;
2805;11/10/2022;9;Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah;Kitchen Equipment;Regulator & Penghemat Gas;207800;GRATIS_ONGKIR;202800
2806;03/10/2022;120;Kartu Proximity RFID EM Card 125KHz;Electronics;Kartu RFID;1690;;
2807;12/10/2022;382;AMLODIPINE 10 MG STRIP 10 TABLET;Medicine;Obat Lainnya;9748;GRATIS_ONGKIR;4748
2808;14/10/2022;397;HISAMITSU - Bye Bye Fever Plester Kompres Demam BAYI | Byebye Fever;Medicine;Obat Sakit Kepala & Demam;21000;;
2809;16/10/2022;415;TERMURAH JELLY JELY JELI GAMAT GOLD G GOLJI 320ML ORIGINAL 100%;Medicine;Obat Herbal;85000;;
2810;02/10/2022;95;125kHz LF RFID Proximity Card untuk Absensi, Door Access Kartu Akses;Electronics;Kartu RFID;4050;GRATIS_ONGKIR;-950
2811;14/10/2022;50;Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g;Kitchen Equipment;Timbangan Dapur;92997;;
2812;02/10/2022;394;ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan;Medicine;Obat Pencernaan & Penyakit Lainnya;290000;;
2813;28/10/2022;317;SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill;Make-up;Cushion;98750;;
2814;27/10/2022;317;SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill;Make-up;Cushion;197500;GRATIS_ONGKIR;192500
2815;20/10/2022;401;PARIET 20MG 1 STRIP 14 TABLET/RABEPRAZOL/ MAAG/ ASAM LAMBUNG;Medicine;Obat Alergi;278500;;
2816;27/10/2022;135;Cash Drawer Laci Kasir EPPOS 37x33CM RJ11 4K3C;Electronics;Mesin Kasir;260000;GRATIS_ONGKIR;255000
2817;28/10/2022;337;BNB barenbliss Korean Bloomatte True Beauty Inside Cushion - 01 Light Petal;Make-up;Cushion;405300;;
2818;14/10/2022;163;COMFY JACKET PRIA ORIGINAL PREMIUM - JAKET BOOMBER COMFY UNISEX - Hitam, S;Fashion Pria;Jaket Pria;195000;;
2819;05/10/2022;343;OMG Oh My Glam Coverlast Two Way Cake 12g - Bedak Padat - 41W Sand;Make-up;Bedak Wajah;72675;GRATIS_ONGKIR;67675
2820;27/10/2022;47;Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum;Kitchen Equipment;Pompa Galon;22000;;
2821;25/10/2022;278;Festa Jaune;Fashion Wanita;Vest Wanita;450000;GRATIS_ONGKIR;445000
2822;27/10/2022;274;Blazer Basic Wanita Korean Style Bahan Moscrepe L XL - Hitam, L;Fashion Wanita;Blazer Wanita;172500;GRATIS_ONGKIR;167500
2823;02/10/2022;449;Bio Insuleaf - Herbal Alami Atasi Kencing Manis Serta Diabetes Alami;Medicine;Obat Diabetes;195000;GRATIS_ONGKIR;190000
2824;24/10/2022;424;AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET;Medicine;Obat Sakit Kepala & Demam;36375;GRATIS_ONGKIR;31375
2825;06/10/2022;318;PIXY Stay Last Serum Foundation 4 Beauty Benefits 03 Natural Beige;Make-up;Foundation;99750;GRATIS_ONGKIR;94750
2826;15/10/2022;208;Aerostreet Bomber Jacket Ezio Krem HBAAA - XL;Fashion Pria;Jaket Pria;189900;;
2827;29/10/2022;446;klorofil;Medicine;Obat Herbal;231998;;
2828;17/10/2022;12;Regulator Meter Gas LPG Star Cam Tekanan Rendah StarCam SC-23M;Kitchen Equipment;Regulator & Penghemat Gas;218000;;
2829;19/10/2022;245;Monellina Fashion Cardigan Panjang XXL Jumbo Murah Wanita Kekinian - Mocca, XXL;Fashion Wanita;Cardigan Wanita;110000;GRATIS_ONGKIR;105000
2830;06/10/2022;271;KOTAK CARDIE RAJUT Outerwear Cardigan Rajut Helen Premium OOTD Remaja - Hitam, all size;Fashion Wanita;Cardigan Wanita;88000;GRATIS_ONGKIR;83000
2831;26/10/2022;57;TABUNG GAS 3 KG MELON (KOSONG);Kitchen Equipment;Regulator & Penghemat Gas;480000;;
2832;07/10/2022;229;CARDIGAN OVERSIZE Wanita Polos KEINO Outer Kardigan Lengan Panjang - Grey;Fashion Wanita;Cardigan Wanita;47000;;
2833;16/10/2022;297;Jaket Wanita Motif Polka Import - Hitam;Fashion Wanita;Jacket Wanita;465000;GRATIS_ONGKIR;460000
2834;08/10/2022;367;SOMETHINC HOOMAN Breathable UV Cushion Cover SPF 35 PA++++ - HOO EclairRefil;Make-up;Foundation;197500;;
2835;03/10/2022;334;SKINTIFIC Cover All Perfect Cushion - 02 Ivory;Make-up;Cushion;178322;GRATIS_ONGKIR;173322
2836;26/10/2022;76;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;231000;;
2837;20/10/2022;139;Deli Penghancur Kertas Paper Shredder Kapasitas 6 Lembar 12 Ltr E9945;Electronics;Mesin Penghancur Kertas;1470000;GRATIS_ONGKIR;1465000
2838;17/10/2022;227;CHESS OUTER CARDIGAN MSMO - Putih;Fashion Wanita;Cardigan Wanita;105000;GRATIS_ONGKIR;100000
2839;30/10/2022;306;Studio Tropik: DreamSetter Pollution Protection Make-up Setting Spray - 130 ml;Make-up;Setting Spray;315000;GRATIS_ONGKIR;310000
2840;03/10/2022;62;REGULATOR WINN GAS W 900 M DOUBLE LOCK / PENGUNCI GANDA;Kitchen Equipment;Regulator & Penghemat Gas;199800;;
2841;11/10/2022;300;5568 - Setelan Blazer X Long Pants - Hitam;Fashion Wanita;Blazer Wanita;130000;;
2842;23/10/2022;27;BENZ BZ-030 Timbangan Duduk Digital 30 Kg - Buah Sayur Laundry Scale;Kitchen Equipment;Timbangan Dapur;299999;;
2843;14/10/2022;317;SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill;Make-up;Cushion;197500;;
2844;15/10/2022;295;Blazer Jumbo - Navi;Fashion Wanita;Blazer Wanita;375000;;
2845;05/10/2022;46;NANKAI Water Pump Electric charge Pompa Galon Air Minum Elektrik Led;Kitchen Equipment;Pompa Galon;28500;;
2846;04/10/2022;226;Lumino Jaket Hoodie wanita - Jaket Parasut Hoodie Wanita - Mustard, M;Fashion Wanita;Jacket Wanita;138000;GRATIS_ONGKIR;133000
2847;02/10/2022;354;YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508;Make-up;Foundation;198000;GRATIS_ONGKIR;193000
2848;20/10/2022;257;ECINOS: Oversized Blazer Set - Beige, Blazer only;Fashion Wanita;Blazer Wanita;398000;GRATIS_ONGKIR;393000
2849;08/10/2022;54;Denpoo Water Dispenser JMM Hot & Fresh, Low Wat 190;Kitchen Equipment;Dispenser Air;615000;;
2850;16/10/2022;223;Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M;Fashion Pria;Jaket Pria;249800;GRATIS_ONGKIR;244800
2851;16/10/2022;381;FUFANG EJIAO JIANG 12 BOTOL KEMASAN BARU!! OBAT DEMAM BERDARAH;Medicine;Obat Sakit Kepala & Demam;217999;GRATIS_ONGKIR;212999
2852;28/10/2022;115;Kartu RFID Mifare Classic IC Card 1K 13.56Mhz NFC Card ISO 14443A NXP;Electronics;Kartu RFID;4050;;
2853;17/10/2022;187;SANRES SWEATER HOODIE DEWASA CEWEK COWOK HOODIE DISTRO BEAR - Putih, L;Fashion Pria;Hoodie  Pria;195000;;
2854;05/10/2022;136;Alat Label Harga / Price Label Origin 5500;Electronics;Mesin Jilid;93300;;
2855;02/10/2022;350;Studio Tropik: Balance Priming Water - 150 ml;Make-up;Face Primer;168300;;
2856;18/10/2022;378;Kapsul Ekstrak Albumin Ikan Gabus Kutuk Olimex Original BPOM Asli;Medicine;Obat Herbal;145000;;
2857;18/10/2022;410;CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET;Medicine;Obat Alergi;80250;;
2858;29/10/2022;219;BOSTON VEST DENIM JACKET DARK INDIGO - S;Fashion Pria;Vest Pria;718200;GRATIS_ONGKIR;713200
2859;26/10/2022;72;Pompa Galon Air Elektrik B14 Water Dispenser Electric Pump Automatic;Kitchen Equipment;Pompa Galon;110000;GRATIS_ONGKIR;105000
2860;05/10/2022;3;Timbangan Dapur Digital Waterproof Kitchen Scale Premium 10Kg/1Gr;Kitchen Equipment;Timbangan Dapur;330000;GRATIS_ONGKIR;325000
2861;29/10/2022;375;YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508;Make-up;Foundation;99000;;
2862;30/10/2022;136;Alat Label Harga / Price Label Origin 5500;Electronics;Mesin Jilid;31100;GRATIS_ONGKIR;26100
2863;24/10/2022;134;Kartu Absen APEL JERUK / Kartu Kertas Absensi / Kartu Absen Amano;Electronics;Mesin Absensi;38000;;
2864;30/10/2022;49;Regulator Gas Quantum QRL 03;Kitchen Equipment;Regulator & Penghemat Gas;128000;;
2865;30/10/2022;438;CANDESARTAN OGB DEXA MEDICA 16 MG BOX 30 TABLET;Medicine;Obat Alergi;33343;;
2866;29/10/2022;190;Vest Formal-Waistcoat Rompi Dalaman Jas Pria/Groomsmen Wedding Tuxedo - Hitam Polos, M;Fashion Pria;Vest Pria;236997;GRATIS_ONGKIR;231997
2867;25/10/2022;76;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;693000;;
2868;12/10/2022;206;Cotton Goods Jacket Parka Parasut - ARMY, L;Fashion Pria;Jaket Pria;189900;;
2869;21/10/2022;406;BEROTEC MDI 100 MCG INHALER;Medicine;Obat Lainnya;296907;;
2870;31/10/2022;251;CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON;Fashion Wanita;Cardigan Wanita;209700;;
2871;24/10/2022;217;jubah attack on titan AOT SNK hijau - hijau gold, Allsize anak;Fashion Pria;Jaket Pria;193500;GRATIS_ONGKIR;188500
2872;12/10/2022;158;Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L;Fashion Pria;Coat Pria;299800;;
2873;16/10/2022;348;Madame Gie Halographic 2-in-1 Highlighter & Contour Stick - 01 Starlight;Make-up;Highlighter;96000;;
2874;07/10/2022;283;jaket parasut wanita /jaket turbo superroots - Putih, M;Fashion Wanita;Jacket Wanita;120000;;
2875;09/10/2022;29;alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng;Kitchen Equipment;Alat Pembuka Kaleng;35000;GRATIS_ONGKIR;30000
2876;03/10/2022;100;RF Wireless Presenter Laser Pointer Presentasi Remote Control 2,4 GHz;Electronics;Laser Pointer;95776;;
2877;11/10/2022;35;PHILIPS ADD4948 Dispenser Galon Bawah | ADD 4948;Kitchen Equipment;Dispenser Air;3661020;GRATIS_ONGKIR;3656020
2878;02/10/2022;51;Timbangan Kopi Bumbu Dapur Emas Digital Kitchen Scale 1kg 0.1g i-2000;Kitchen Equipment;Timbangan Dapur;104000;GRATIS_ONGKIR;99000
2879;15/10/2022;272;Jaket Parka Wanita Korea Warna Merah Maroon Size m/l, xl, xxl, xxxl - MARUN, M/L;Fashion Wanita;Jaket Parka Wanita;265500;;
2880;28/10/2022;401;PARIET 20MG 1 STRIP 14 TABLET/RABEPRAZOL/ MAAG/ ASAM LAMBUNG;Medicine;Obat Alergi;278500;;
2881;15/10/2022;329;MOP - Anti Cakey Lock and Smooth Gripping Primer;Make-up;Face Primer;537000;;
2882;18/10/2022;148;SAKU NFC Smart Business Card Kartu Nama Pintar Tanpa Aplikasi - EMBOSSED 1 SISI;Electronics;Kartu RFID;260000;;
2883;21/10/2022;342;Bedak Tabur Marcks Klasik 40 gram - Cream;Make-up;Bedak Wajah;35970;GRATIS_ONGKIR;30970
2884;24/10/2022;6;MIISOO Pompa Galon elektrik Portable Water Electric Pump - POMPA MIISOO;Kitchen Equipment;Pompa Galon;74700;;
2885;16/10/2022;58;Refill Pureit Germkill Kit 3000 L Pure It Germ Kill GKK Classic 3000L;Kitchen Equipment;Water Purifier;1347000;;
2886;08/10/2022;362;Gule - BARE Cushion - Shade 04-Kav;Make-up;Cushion;567000;;
2887;10/10/2022;247;New Turtle Daisy / Swetaer Rajut Wanita / Baju Rajut Turtleneck Wanita - Maroon;Fashion Wanita;Sweater Wanita;94500;;
2888;11/10/2022;161;LIVEHAF - Trucker Canvas Jacket Milo - L;Fashion Pria;Hoodie  Pria;399998;GRATIS_ONGKIR;394998
2889;09/10/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;197619;GRATIS_ONGKIR;192619
2890;22/10/2022;184;House of Smith Jacket - Lasket Black 2 - 2XL;Fashion Pria;Jaket Pria;672000;;
2891;07/10/2022;402;PULMICORT 0.25MG RESPULES 5`S/BUDESONIDE/ASMA/SESAK NAFAS;Medicine;Obat Lainnya;72500;GRATIS_ONGKIR;67500
2892;26/10/2022;311;Studio Tropik: Flawless Priming Water - 30 ml;Make-up;Face Primer;39000;;
2893;07/10/2022;238;DUMA x NAGITA - CHAI BLAZER SHIRT NAVY;Fashion Wanita;Blazer Wanita;1350000;;
2894;23/10/2022;55;Timbangan Dapur Mangkok 10KG / Timbangan Digital Kitchen Scale 10KG;Kitchen Equipment;Timbangan Dapur;31000;;
2895;16/10/2022;186;sweater crewneck H&M basic polos original pria dan wanita full lebel - Hitam, M;Fashion Pria;Sweater Pria;60500;GRATIS_ONGKIR;55500
2896;12/10/2022;162;Jaket Varsity Dreamer Full Bordir X Urband Absolute - Hitam Polos, S;Fashion Pria;Jaket Pria;95000;GRATIS_ONGKIR;90000
2897;27/10/2022;259;CARDIGAN WANITA RAJUT OVERSIZE OUTWEAR - CARDIGAN KNIT - MAROON;Fashion Wanita;Cardigan Wanita;62400;;
2898;23/10/2022;57;TABUNG GAS 3 KG MELON (KOSONG);Kitchen Equipment;Regulator & Penghemat Gas;320000;GRATIS_ONGKIR;315000
2899;22/10/2022;273;Premium Outwear Rompi Rajut Tebal Wanita Outer Knit Vest Bigsize - Navy;Fashion Wanita;Vest Wanita;54900;GRATIS_ONGKIR;49900
2900;04/10/2022;217;jubah attack on titan AOT SNK hijau - hijau gold, Allsize anak;Fashion Pria;Jaket Pria;64500;;
2901;26/10/2022;137;Baseus Wireless Orange Dot Pointer Laser Merah Presentasi Kerja Kantor - GREY;Electronics;Laser Pointer;507000;;
2902;10/10/2022;36;Timbangan digital dagang sayur buah price computing scale 30kg;Kitchen Equipment;Timbangan Dapur;199000;;
2903;12/10/2022;311;Studio Tropik: Flawless Priming Water - 30 ml;Make-up;Face Primer;39000;GRATIS_ONGKIR;34000
2904;09/10/2022;104;plastik laminating f4 100 micron/harga per 10 lembar /pcs;Electronics;Mesin Laminating;20000;GRATIS_ONGKIR;15000
2905;05/10/2022;117;Mouse Wireless Pointer Untuk Presentasi Terlarisss !!!;Electronics;Laser Pointer;143700;;
2906;02/10/2022;197;X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M;Fashion Pria;Jaket Pria;125000;GRATIS_ONGKIR;120000
2907;13/10/2022;54;Denpoo Water Dispenser JMM Hot & Fresh, Low Wat 190;Kitchen Equipment;Dispenser Air;410000;GRATIS_ONGKIR;405000
2908;10/10/2022;282;BAILEY CARDI RAJUT / CROP TOP ANGEL SHIRT CROPPED CARDIGAN - Putih;Fashion Wanita;Cardigan Wanita;75800;;
2909;22/10/2022;27;BENZ BZ-030 Timbangan Duduk Digital 30 Kg - Buah Sayur Laundry Scale;Kitchen Equipment;Timbangan Dapur;899997;;
2910;13/10/2022;11;Starcam Regulator Gas LPG Non-Meter SC-23S Tekanan Rendah;Kitchen Equipment;Regulator & Penghemat Gas;170000;GRATIS_ONGKIR;165000
2911;04/10/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;197619;;
2912;05/10/2022;14;Lalulaku Timbangan Buah Digital Scale Double Computing 40kg;Kitchen Equipment;Timbangan Dapur;218000;GRATIS_ONGKIR;213000
2913;13/10/2022;205;Hooligans Harrington Jacket Harry 21.1 Black - S;Fashion Pria;Jaket Pria;205000;GRATIS_ONGKIR;200000
2914;15/10/2022;135;Cash Drawer Laci Kasir EPPOS 37x33CM RJ11 4K3C;Electronics;Mesin Kasir;260000;;
2915;04/10/2022;131;SOFTCASE LAPTOP 14 15.6 INCH SLEEVE SARUNG NOTEBOOK COVER MACBOOK - Maroon;Electronics;LED Proyektor;119800;;
2916;28/10/2022;230;Jas Blazer Wanita Kerja Kantor Formal Kuliah Santai Terbaru Korea - Hitam, M;Fashion Wanita;Blazer Wanita;125000;GRATIS_ONGKIR;120000
2917;25/10/2022;248;DEFECT SALE 99K - 8;Fashion Wanita;Cardigan Wanita;198000;;
2918;16/10/2022;285;JAKET PARKA BB - JAKET PARKA BOLAK BALIK WANITA - Navy maroon, L;Fashion Wanita;Jaket Parka Wanita;156000;;
2919;22/10/2022;47;Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum;Kitchen Equipment;Pompa Galon;44000;GRATIS_ONGKIR;39000
2920;31/10/2022;352;Madame Gie Madame Set It Dew & Set it Matte Setting Spray - Hydrating;Make-up;Setting Spray;27000;GRATIS_ONGKIR;22000
2921;14/10/2022;33;WATER DISPENSER GEA HALLEY;Kitchen Equipment;Dispenser Air;3300040;;
2922;24/10/2022;170;Jaket gojek Original;Fashion Pria;Jaket Pria;300000;;
2923;03/10/2022;119;Logitech Spotlight Wireless Presentation Remote - presenter logitech - slate;Electronics;LED Proyektor;4545000;;
2924;15/10/2022;368;MOP - Microblur Translucent Loose Powder;Make-up;Bedak Wajah;477000;;
2925;28/10/2022;91;Paket Kasir A Cash Drawer + Printer RPP02 + Kertas Struk 58mm;Electronics;Mesin Kasir;499000;GRATIS_ONGKIR;494000
2926;25/10/2022;413;Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata;Medicine;Obat Herbal;550000;GRATIS_ONGKIR;545000
2927;08/10/2022;29;alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng;Kitchen Equipment;Alat Pembuka Kaleng;70000;;
2928;07/10/2022;197;X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M;Fashion Pria;Jaket Pria;375000;GRATIS_ONGKIR;370000
2929;01/10/2022;386;SCABIMITE CREAM 30GR;Medicine;Obat Lainnya;73000;;
2930;22/10/2022;221;Hoodie Jumper Jaket Sweater Polos Unisex - Abu Muda;Fashion Pria;Hoodie  Pria;56000;GRATIS_ONGKIR;51000
2931;15/10/2022;241;Kain Blazer/Celana Semi Wool Motif Kotak _ Bahan Semi Wool Motif Kotak - No.75;Fashion Wanita;Blazer Wanita;37500;GRATIS_ONGKIR;32500
2932;10/10/2022;146;Joyko Price Labeller 1 BARIS / Alat Label Harga Cetak Lebel MX-5500M;Electronics;Mesin Jilid;83980;;
2933;12/10/2022;302;YOU NoutriWear+ Airy Fit Loose Powder - Classic Ivory;Make-up;Bedak Wajah;65700;;
2934;07/10/2022;134;Kartu Absen APEL JERUK / Kartu Kertas Absensi / Kartu Absen Amano;Electronics;Mesin Absensi;38000;;
2935;28/10/2022;24;Scale Kitchen Timbangan Dapur Digital SF 400 Max 10 KG Bahan Kue camry;Kitchen Equipment;Timbangan Dapur;61200;GRATIS_ONGKIR;56200
2936;01/10/2022;209;Kremlin Vest Tactical Techwear Hitam - Dark Tech - XL;Fashion Pria;Vest Pria;639800;;
2937;03/10/2022;211;Jaket winter pria untuk musim dingin / outdoor - Abu Tua, XXL;Fashion Pria;Jaket Pria;555000;GRATIS_ONGKIR;550000
2938;01/10/2022;43;Maxim Tools Can Opener - Pembuka Kaleng Stainless Steel;Kitchen Equipment;Alat Pembuka Kaleng;111100;AWAL_GAJIAN;96100
2939;29/10/2022;411;Takabb Handy PackThailand/Takabb cough untuk sakit tenggorokan - ORIGINAL;Medicine;Obat Batuk & Pilek;76500;GRATIS_ONGKIR;71500
2940;25/10/2022;192;Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S;Fashion Pria;Coat Pria;887550;GRATIS_ONGKIR;882550
2941;03/10/2022;101;Fingerprint Mesin Absensi Solution P208;Electronics;Mesin Absensi;1320000;GRATIS_ONGKIR;1315000
2942;14/10/2022;273;Premium Outwear Rompi Rajut Tebal Wanita Outer Knit Vest Bigsize - Navy;Fashion Wanita;Vest Wanita;164700;;
2943;20/10/2022;429;ALLOPURINOL HEXPHARM 100 MG BOX 100 TABLET;Medicine;Obat Otot, Tulang & Sendi;18187;;
2944;28/10/2022;239;KANI VEST KNIT/ROMPI RAJUT WANITA - lilac;Fashion Wanita;Vest Wanita;106500;GRATIS_ONGKIR;101500
2945;19/10/2022;336;MAKE OVER Powerstay 24H Weightless Liquid Foundation 40ml - Foundation - W30 Creme Beige;Make-up;Foundation;442260;;
2946;15/10/2022;364;LT Pro Smooth Corrector Cream Foundation - Yellow Orange;Make-up;Foundation;450000;;
2947;10/10/2022;131;SOFTCASE LAPTOP 14 15.6 INCH SLEEVE SARUNG NOTEBOOK COVER MACBOOK - Maroon;Electronics;LED Proyektor;119800;;
2948;13/10/2022;160;Kremlin Tracktop Suit Jacket - SPEED UP - L;Fashion Pria;Jaket Pria;199900;GRATIS_ONGKIR;194900
2949;09/10/2022;393;NORVASK 5MG TABLET 10'S/AMLODIPINE/DARAH TINGGI/HIPERTENSI;Medicine;Obat Sakit Kepala & Demam;70800;GRATIS_ONGKIR;65800
2950;15/10/2022;19;Sanken Dispenser Galon Bawah Low Watt HWD-C535IC HWD 535IC;Kitchen Equipment;Dispenser Air;1439000;GRATIS_ONGKIR;1434000
2951;25/10/2022;79;EROC Android Smart Home Proyektor - Dolby - FHD - 415 ANSI - Model MAX;Electronics;LED Proyektor;5840000;GRATIS_ONGKIR;5835000
2952;07/10/2022;120;Kartu Proximity RFID EM Card 125KHz;Electronics;Kartu RFID;3380;GRATIS_ONGKIR;-1620
2953;19/10/2022;31;Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik;Kitchen Equipment;Pompa Galon;68888;GRATIS_ONGKIR;63888
2954;27/10/2022;196;Terbaru, Jaket Parasut Original Waterproof - Trov Maron Grey, L;Fashion Pria;Jaket Pria;338000;;
2955;03/10/2022;58;Refill Pureit Germkill Kit 3000 L Pure It Germ Kill GKK Classic 3000L;Kitchen Equipment;Water Purifier;449000;;
2956;26/10/2022;408;PULMICORT 0.5MG RESPULES 5'S/BUDESONIDE/ASMA/SESAK NAFAS;Medicine;Obat Asma;93000;;
2957;28/10/2022;245;Monellina Fashion Cardigan Panjang XXL Jumbo Murah Wanita Kekinian - Mocca, XXL;Fashion Wanita;Cardigan Wanita;110000;;
2958;09/10/2022;251;CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON;Fashion Wanita;Cardigan Wanita;69900;;
2959;06/10/2022;7;Timbangan Dapur Mangkok / Timbangan Digital - Digital Electronic Kitch;Kitchen Equipment;Timbangan Dapur;89700;;
2960;06/10/2022;398;VENTOLIN INHALER 100 MCG 200 DOSIS;Medicine;Obat Lainnya;259000;GRATIS_ONGKIR;254000
2961;31/10/2022;449;Bio Insuleaf - Herbal Alami Atasi Kencing Manis Serta Diabetes Alami;Medicine;Obat Diabetes;585000;GRATIS_ONGKIR;580000
2962;03/10/2022;305;MAKE OVER Powerstay Matte Powder Foundation 12 g - Bedak Padat - C31 Pink Beige;Make-up;Bedak Wajah;149650;GRATIS_ONGKIR;144650
2963;23/10/2022;9;Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah;Kitchen Equipment;Regulator & Penghemat Gas;103900;GRATIS_ONGKIR;98900
2964;29/10/2022;34;ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat;Kitchen Equipment;Rak Dapur;507000;GRATIS_ONGKIR;502000
2965;29/10/2022;181;jaket ojol gr3@b standar;Fashion Pria;Jaket Pria;225900;GRATIS_ONGKIR;220900
2966;16/10/2022;184;House of Smith Jacket - Lasket Black 2 - 2XL;Fashion Pria;Jaket Pria;672000;;
2967;17/10/2022;59;Starco Timbangan Dapur Digital Timbangan Kopi Digital i2000 3000g 3Kg;Kitchen Equipment;Timbangan Dapur;104000;GRATIS_ONGKIR;99000
2968;22/10/2022;39;COVER TAPLAK KULKAS ANTI AIR - ALAS SARUNG WATERPROOF REFRIGERATOR - Cemara;Kitchen Equipment;Sarung Kulkas;26850;;
2969;17/10/2022;319;Luxcrime Blur & Cover Two Way Cake in Buttercream - Mini size 4.5gr;Make-up;Bedak Wajah;72680;GRATIS_ONGKIR;67680
2970;01/10/2022;446;klorofil;Medicine;Obat Herbal;347997;AWAL_GAJIAN;332997
2971;27/10/2022;440;Sanmol 120 mg/5 ml Sirup 60 ml (Demam, Nyeri);Medicine;Obat Sakit Kepala & Demam;15700;GRATIS_ONGKIR;10700
2972;02/10/2022;120;Kartu Proximity RFID EM Card 125KHz;Electronics;Kartu RFID;1690;GRATIS_ONGKIR;-3310
2973;12/10/2022;208;Aerostreet Bomber Jacket Ezio Krem HBAAA - XL;Fashion Pria;Jaket Pria;379800;GRATIS_ONGKIR;374800
2974;23/10/2022;5;THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black;Kitchen Equipment;Timbangan Dapur;254250;GRATIS_ONGKIR;249250
2975;28/10/2022;78;Paket Mesin Kasir Android Tablet/Tab - TINGGAL PAKAI - Tab71/4+Tab, CAFE/RESTO;Electronics;Mesin Kasir;898000;;
2976;24/10/2022;78;Paket Mesin Kasir Android Tablet/Tab - TINGGAL PAKAI - Tab71/4+Tab, CAFE/RESTO;Electronics;Mesin Kasir;898000;GRATIS_ONGKIR;893000
